platform_shop_id,year_month,avg_text_sentiment,text_review_count,positive_text_rate,negative_text_rate,taste_rate,portion_rate,delivery_rate,price_rate,service_rate,reorder_rate,review_length,token_count,exclamation_count,question_count,positive_hit_count,negative_hit_count,sentiment_abs,mixed_sentiment_flag,has_reply,reply_length,reply_token_count,reply_contains_coupon,reply_coupon_flag,reply_template_score,reply_ai_like_score,growth_label_top30,category,brand
ba_10022124,2025-08,0.18333333333333335,12,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.0,42.083333333333336,9.333333333333334,0.5833333333333334,0.16666666666666666,1.5,0.75,0.45,0.16666666666666666,0.16666666666666666,37.833333333333336,9.0,0.0,0.0,0.023809523809523808,0.027777777777777776,0,치킨,굽네치킨
ba_10022124,2025-09,0.4571428571428572,7,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,32.714285714285715,6.428571428571429,0.14285714285714285,0.0,3.2857142857142856,0.2857142857142857,0.6857142857142857,0.14285714285714285,0.7142857142857143,137.42857142857142,30.428571428571427,0.0,0.0,0.18367346938775508,0.11904761904761904,0,치킨,굽네치킨
ba_10040420,2025-07,0.7555555555555556,9,0.8888888888888888,0.0,1.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,44.0,9.222222222222221,0.7777777777777778,0.0,4.222222222222222,0.1111111111111111,0.7555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,치킨,굽네치킨
ba_10040420,2025-08,-0.26666666666666666,3,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,53.333333333333336,10.333333333333334,0.0,0.0,1.0,1.6666666666666667,0.26666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,치킨,굽네치킨
ba_10040420,2025-09,0.27499999999999997,8,0.5,0.125,0.625,0.0,0.125,0.0,0.0,0.25,54.75,12.25,0.25,0.125,1.875,0.625,0.425,0.625,0.125,11.625,2.25,0.0,0.0,0.0,0.0,0,치킨,굽네치킨
ba_10040590,2025-09,0.56,10,0.9,0.0,0.9,0.2,0.1,0.0,0.0,0.0,46.2,9.8,0.0,0.0,2.7,0.5,0.5599999999999999,0.4,0.6,156.0,34.3,0.2,0.2,0.34285714285714286,0.11666666666666665,1,치킨,굽네치킨
ba_10040590,2025-08,0.0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,35.0,5.666666666666667,0.6666666666666666,0.0,1.3333333333333333,1.0,0.39999999999999997,0.3333333333333333,1.0,227.0,50.333333333333336,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.1111111111111111,1,치킨,굽네치킨
ba_10040621,2025-08,0.2,4,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.25,32.0,7.25,0.75,0.25,1.5,0.75,0.2,0.75,0.75,170.25,40.5,0.0,0.0,0.10714285714285714,0.125,0,치킨,굽네치킨
ba_10040621,2025-09,0.09999999999999998,2,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,45.0,9.5,0.0,0.0,2.5,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,치킨,굽네치킨
ba_10040679,2025-08,0.8,4,1.0,0.0,0.75,0.0,0.0,0.0,0.5,0.0,14.5,3.0,0.25,0.0,3.5,0.0,0.8,0.0,0.5,113.5,27.0,0.0,0.0,0.07142857142857142,0.08333333333333333,1,치킨,굽네치킨
ba_10040679,2025-09,0.4,9,0.6666666666666666,0.0,0.4444444444444444,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0,29.333333333333332,4.666666666666667,0.2222222222222222,0.0,1.6666666666666667,0.0,0.4,0.0,1.0,161.88888888888889,35.333333333333336,0.0,0.0,0.3968253968253968,0.2037037037037037,0,치킨,굽네치킨
ba_10040685,2025-07,0.46956521739130436,23,0.7391304347826086,0.17391304347826086,0.7391304347826086,0.08695652173913043,0.34782608695652173,0.043478260869565216,0.0,0.13043478260869565,46.47826086956522,9.130434782608695,0.8260869565217391,0.13043478260869565,2.869565217391304,0.9130434782608695,0.7652173913043478,0.2608695652173913,0.782608695652174,67.08695652173913,13.91304347826087,0.13043478260869565,0.13043478260869565,0.17391304347826086,0.07246376811594202,1,치킨,굽네치킨
ba_10040685,2025-08,0.6222222222222222,18,0.7777777777777778,0.05555555555555555,0.6111111111111112,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,42.666666666666664,9.11111111111111,0.3333333333333333,0.0,2.7777777777777777,0.16666666666666666,0.6888888888888889,0.1111111111111111,1.0,151.05555555555554,33.166666666666664,0.2222222222222222,0.2222222222222222,0.23015873015873012,0.12962962962962962,0,치킨,굽네치킨
ba_10040685,2025-09,0.6258064516129032,31,0.7741935483870968,0.0967741935483871,0.8064516129032258,0.03225806451612903,0.06451612903225806,0.12903225806451613,0.06451612903225806,0.0,30.870967741935484,6.612903225806452,0.3225806451612903,0.0,2.6774193548387095,0.16129032258064516,0.6903225806451613,0.0967741935483871,1.0,155.74193548387098,33.903225806451616,0.12903225806451613,0.12903225806451613,0.22580645161290322,0.11827956989247311,0,치킨,굽네치킨
ba_10041246,2025-07,0.4,4,0.75,0.0,0.5,0.0,0.25,0.0,0.0,0.0,17.5,4.0,1.0,0.0,1.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,치킨,굽네치킨
ba_10041246,2025-08,0.7999999999999999,3,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,11.0,2.0,0.6666666666666666,0.0,3.0,0.0,0.7999999999999999,0.0,0.3333333333333333,75.66666666666667,18.0,0.0,0.0,0.047619047619047616,0.05555555555555555,1,치킨,굽네치킨
