platform_shop_id,year_month,has_reply,reply_length,reply_token_count,reply_contains_coupon,reply_coupon_flag,reply_template_score,reply_ai_like_score,growth_label_top30,category,brand
ba_14737726,2025-07,0.9594594594594594,192.67567567567568,43.2972972972973,0.25675675675675674,0.25675675675675674,0.637065637065637,0.3108108108108108,1,치킨,굽네치킨
ba_14737726,2025-08,0.9666666666666667,154.08333333333334,33.35,0.15,0.15,0.430952380952381,0.2,0,치킨,굽네치킨
ba_14737726,2025-09,0.9759036144578314,177.3975903614458,38.75903614457831,0.0963855421686747,0.0963855421686747,0.38898450946643714,0.21686746987951808,0,치킨,굽네치킨
ba_14739745,2025-07,0.058823529411764705,13.529411764705882,2.9411764705882355,0.058823529411764705,0.058823529411764705,0.01680672268907563,0.00980392156862745,1,치킨,굽네치킨
ba_14739745,2025-08,0.5833333333333334,92.58333333333333,20.25,0.16666666666666666,0.16666666666666666,0.17857142857142858,0.09722222222222221,0,치킨,굽네치킨
ba_14739745,2025-09,1.0,198.83783783783784,44.567567567567565,0.13513513513513514,0.13513513513513514,0.2625482625482625,0.17567567567567569,0,치킨,굽네치킨
ba_14739746,2025-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,피자,굽네치킨
ba_14739746,2025-09,1.0,175.75,39.5,0.0,0.0,0.17857142857142855,0.125,1,피자,굽네치킨
ba_14739815,2025-07,1.0,164.57627118644066,29.338983050847457,0.06779661016949153,0.06779661016949153,0.22518159806295399,0.07344632768361581,0,치킨,굽네치킨
ba_14739815,2025-08,1.0,153.625,26.803571428571427,0.017857142857142856,0.017857142857142856,0.20918367346938774,0.044642857142857144,0,치킨,굽네치킨
ba_14739815,2025-09,1.0,142.86153846153846,27.53846153846154,0.09230769230769231,0.09230769230769231,0.2813186813186813,0.05897435897435897,1,치킨,굽네치킨
ba_14740022,2025-07,0.125,22.0,4.75,0.0,0.0,0.0,0.0,0,치킨,굽네치킨
ba_14740022,2025-08,0.6666666666666666,128.0,28.5,0.0,0.0,0.09523809523809523,0.1111111111111111,0,치킨,굽네치킨
ba_14740022,2025-09,0.8571428571428571,173.14285714285714,38.57142857142857,0.0,0.0,0.12244897959183673,0.14285714285714285,0,치킨,굽네치킨
ba_14740239,2025-07,1.0,55.2,10.4,0.0,0.0,0.08571428571428572,0.03333333333333333,0,치킨,굽네치킨
ba_14740239,2025-08,1.0,123.66666666666667,26.666666666666668,0.0,0.0,0.14285714285714285,0.05555555555555555,0,치킨,굽네치킨
ba_14740239,2025-09,1.0,75.0,15.0,0.0,0.0,0.14285714285714285,0.0,0,치킨,굽네치킨
ba_14741847,2025-07,1.0,187.12121212121212,40.84848484848485,0.12121212121212122,0.12121212121212122,0.30735930735930733,0.05555555555555555,0,치킨,굽네치킨
ba_14741847,2025-08,1.0,196.5625,43.53125,0.125,0.125,0.24553571428571427,0.057291666666666664,0,치킨,굽네치킨
ba_14741847,2025-09,1.0,206.25,46.125,0.0,0.0,0.19642857142857142,0.0625,0,치킨,굽네치킨
ba_14742704,2025-08,1.0,137.33333333333334,29.666666666666668,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,1,백반·죽·국수,본그룹
